CDS,length,EarL1,EarL2,EarL3,LateL1,LateL2,LateL3,Male1,Male2,Male3,NPF1,NPF2,NPF3,PreL1,PreL2,PreL3
Dp-102192,618,262,114,219,250,303,249,411,488,399,99,244,355,689,79,231
Dp-102225,1038,155,65,555,219,480,749,382,674,548,461,611,519,1089,50,284
Dp-102234,549,126,16,191,64,226,273,239,240,298,49,255,246,366,26,158
Dp-102243,2487,116,70,243,80,181,208,248,311,244,125,253,298,417,37,92
Dp-102269,1377,4,0,14,4,8,12,21,23,53,231,39,22,31,2,5
Dp-10227,1146,640,266,1485,1379,1820,2264,2282,1647,834,104,486,609,6153,169,870
Dp-102270,1356,190,117,232,214,240,242,288,336,290,89,203,267,490,63,143
Dp-10228,1752,34,8,55,18,55,130,72,95,101,35,88,111,117,2,28
Dp-10229,1794,227,113,283,210,313,217,397,504,358,75,153,270,666,67,140
Dp-102295,1572,71,13,276,80,178,204,116,104,94,177,106,424,293,20,31
Dp-102311,747,275,112,232,150,238,244,363,358,375,66,265,268,483,90,221
Dp-102326,3687,80,23,182,82,160,329,181,235,213,79,165,233,309,24,62
Dp-10234,756,13,4,18,18,18,25,104,130,100,32,36,38,51,5,16
Dp-102340,1332,159,41,210,119,246,486,231,361,314,189,198,232,412,54,91
Dp-102341,222,128,30,210,91,217,246,248,415,441,154,266,241,501,45,125
Dp-10235,1320,129,12,105,52,191,129,224,276,243,43,216,174,285,34,96
Dp-102360,1557,200,36,171,162,299,243,431,521,633,192,576,416,328,98,221
Dp-102363,912,15395,5372,20122,12610,26618,20911,29997,33066,40228,22354,37233,37602,57838,6783,25301
Dp-102364,1353,30788,32015,36558,30471,46871,35199,56586,57293,68484,40558,67088,66148,97448,18140,49713
Dp-102385,762,1944,10164,9916,18771,7566,9502,7907,5855,10647,18388,12729,9002,36452,6540,3292
Dp-102401,471,370,233,659,339,900,1296,527,875,652,67,603,775,1246,112,694
Dp-102409,273,84,29,105,69,82,100,133,165,166,196,126,162,201,28,59
Dp-10241,1821,68,5,40,17,33,45,68,122,80,25,42,41,39,9,13
Dp-102427,822,136,64,66,76,116,130,128,153,166,41,106,132,158,55,67
Dp-10243,1959,335,33,263,163,339,370,527,751,712,79,251,462,544,113,203
Dp-102430,2703,91,26,108,54,116,107,149,213,103,46,96,130,246,28,74
Dp-102442,1119,784,255,1591,798,1584,1754,1513,2219,2743,883,1708,1740,3600,305,1167
Dp-102444,315,517,284,807,376,533,964,707,869,889,211,409,611,1842,177,571
Dp-102446,960,368,161,378,336,481,506,580,734,594,123,455,479,1199,121,288
Dp-102450,387,21,1,33,4,46,45,27,53,38,15,27,47,53,3,29
Dp-102457,3978,29,4,237,77,174,260,317,451,422,149,172,240,585,9,54
Dp-102469,1299,33,5,123,50,134,334,51,91,134,624,287,269,418,13,33
Dp-10248,837,35,1,10,9,31,4,89,140,88,0,4,1,13,4,2
Dp-102482,1110,393,36,386,148,416,410,381,588,539,72,296,362,448,112,274
Dp-102486,2676,131,33,586,151,457,648,452,716,568,419,582,832,1428,31,156
Dp-10249,801,129,12,109,47,143,219,201,237,241,34,131,211,327,22,75
Dp-10250,234,3343,1718,4107,1911,4100,4467,3605,4260,3710,1150,3458,4598,5004,1080,2895
Dp-102501,1644,159,101,478,301,311,442,577,623,476,139,173,435,933,40,255
Dp-102504,1089,8,5,98,27,74,211,56,88,113,41,76,85,196,8,49
Dp-102525,756,1343,907,2029,1317,2265,2404,1619,2013,1935,944,1455,1590,4647,500,1437
Dp-10253,615,0,1,0,0,0,0,1064,1369,941,0,0,0,0,0,0
Dp-102545,732,34,3,71,31,77,105,63,146,127,26,65,72,158,9,36
Dp-102550,1464,8,3,30,4,141,98,40,21,12,315,45,47,233,3,30
Dp-102559,702,2,2,8,4,8,13,10,11,48,126,165,25,19,2,8
Dp-10256,1617,66,2,130,20,54,47,323,548,228,3,22,3,32,5,3
Dp-102565,1293,4140,1638,5601,2612,5212,6225,3924,1362,999,1338,3905,5954,2070,1217,3107
Dp-10258,666,164,52,302,146,292,368,173,205,258,121,241,339,503,41,258
Dp-102596,1938,31,25,103,28,37,164,94,75,66,23,55,86,124,11,47
Dp-102597,1740,21,8,120,29,94,168,70,145,173,30,62,119,374,10,55
Dp-10260,1068,367,169,298,175,302,350,296,448,375,66,192,200,545,109,239
Dp-102601,930,826,126,891,511,1056,1211,1249,1661,1524,280,1072,1130,1976,235,566
Dp-102609,924,185,37,178,113,201,216,277,402,408,55,152,201,348,57,167
Dp-102628,1146,83437,109403,222402,198762,184383,150163,141252,156886,168511,139822,155539,260144,468613,32394,103053
Dp-10263,1431,701,45,213,118,323,371,571,807,804,155,326,359,351,207,208
Dp-102634,411,1,0,19,2,16,18,11,17,17,8,5,13,29,0,7
Dp-102640,1482,211,0,63,8,57,115,146,203,233,15,31,98,39,54,42
Dp-102650,972,734,248,1475,765,1475,1606,1426,2040,2568,855,1591,1613,3368,295,1094
Dp-102679,210,36,5,140,46,131,182,119,180,206,54,101,139,348,21,54
Dp-102683,1800,21,3,62,18,58,53,92,109,117,22,49,73,130,8,46
Dp-102685,207,1434,802,2221,1423,2339,2443,2254,2714,2457,624,1926,2450,3552,718,1265
Dp-102688,1485,65,39,65,38,136,69,102,196,91,52,81,132,201,18,43
Dp-102690,354,137,57,172,66,158,320,146,127,122,125,134,171,146,36,112
Dp-102705,912,94,23,338,78,182,519,204,228,169,34,101,284,334,13,91
Dp-102717,1941,35,4,84,24,79,143,114,183,148,35,100,116,184,10,33
Dp-102729,315,1086,306,1774,743,1378,1831,2095,2099,1720,1038,1355,1949,2731,307,800
Dp-102734,1692,49,16,94,62,97,119,143,233,203,68,95,102,170,11,60
Dp-102749,402,1568,525,837,952,1239,1059,1369,1627,1723,333,1294,1393,1602,864,993
Dp-102752,1362,1296,61,670,301,341,687,857,1682,1893,256,286,388,706,565,632
Dp-102754,315,922,34139,628,5359,2542,1312,580,2689,2721,315,881,1395,6861,8888,768
Dp-102755,234,643,25160,471,3916,1837,995,481,2035,2024,335,619,950,5183,6623,537
Dp-102776,2088,1597,622,1448,572,1358,1523,1552,1390,1125,502,1257,2016,1624,434,969
Dp-102778,1176,173,38,169,105,222,292,202,195,224,39,146,124,247,55,127
Dp-102779,594,17,12,109,31,66,165,115,139,170,57,81,97,249,5,35
Dp-10278,903,131,34,59,79,98,133,119,138,106,208,410,286,238,34,107
Dp-102791,330,92,21,96,67,125,185,147,202,198,96,108,157,293,27,58
Dp-10280,630,4,0,8,0,1,2,7,39,24,24,10,4,11,0,1
Dp-102809,1416,142,4,65,24,79,74,214,165,196,24,33,77,67,70,61
Dp-10281,564,280,139,279,258,351,364,295,268,329,124,293,272,592,123,323
Dp-102818,909,166,154,274,314,248,475,67,71,77,67,743,850,709,27,261
Dp-102824,2658,53,4,64,38,62,60,100,132,123,32,50,85,178,13,37
Dp-102826,783,861,291,534,422,529,670,879,924,1139,39,267,597,886,411,793
Dp-102831,339,7478,2593,9229,4361,10482,11691,8895,10600,9078,3006,7993,12235,14929,1988,5806
Dp-102835,1242,116,47,147,79,167,152,243,283,215,58,189,185,214,30,105
Dp-102838,738,464,227,524,472,463,510,714,211,104,317,274,510,456,198,304
Dp-102841,378,807,19,420,59,427,871,650,1044,850,72,404,714,920,191,579
Dp-102854,276,13,10,10,9,9,8,3,0,0,4,9,9,0,5,13
Dp-10286,1560,223,77,169,152,228,199,246,285,250,59,220,210,283,63,141
Dp-102863,6897,1694,272,5017,1311,3643,5599,4384,6218,6403,1718,3306,4554,8247,434,2059
Dp-102869,1197,10250,4291,13042,5749,12904,14178,10962,6412,5095,5084,11353,14811,8880,3072,7480
Dp-10287,1446,18,0,24,3,23,68,18,29,22,12,19,32,46,3,9
Dp-102875,834,201,19,347,82,345,427,252,418,368,73,277,421,618,48,213
Dp-102878,1293,7,3,31,7,9,26,36,45,113,362,62,47,69,5,14
Dp-10296,2097,256,67,246,199,276,391,331,405,371,124,293,384,497,83,164
Dp-10297,669,141,28,101,90,146,152,209,238,255,33,109,156,268,56,114
Dp-10299,2943,189,30,309,117,278,385,326,498,400,115,251,319,621,51,113
Dp-10304,1332,97,29,84,78,110,111,129,139,122,10,126,139,228,37,89
Dp-10305,996,170,237,429,413,373,646,245,421,506,3,222,219,974,64,380
Dp-10308,1017,4211,70,1875,165,1296,2661,3483,7194,7963,15,277,942,1693,2865,2139
Dp-1032,411,13,28,5,62,12,20,23,18,38,7,10,9,36,10,11
Dp-10321,1221,258,128,259,198,242,272,454,574,403,70,240,283,546,71,169
Dp-10326,1140,348,159,467,300,448,702,730,631,598,314,386,461,751,172,252
Dp-10329,549,0,195,23,188,62,61,2,5,16,31,12,0,9,65,15
Dp-10332,1539,65,6,96,36,122,52,233,350,196,163,275,203,169,66,70
Dp-10342,588,71,24,130,90,159,160,145,215,227,73,148,174,374,31,120
Dp-10343,1761,68,28,36,18,48,54,98,81,73,39,88,55,78,16,40
Dp-10344,768,205,28,58,39,76,72,186,160,142,16,30,58,43,51,80
Dp-1035,1410,302,175,403,308,430,460,516,583,587,162,457,499,1041,125,273
Dp-10352,954,172,199,199,187,143,213,130,138,210,108,101,135,347,76,174
Dp-10353,282,19,5,22,5,29,27,14,22,6,16,50,45,36,6,36
Dp-10356,1155,63,30,83,35,104,140,106,129,120,15,105,125,149,23,64
Dp-10360,2388,36,5,58,14,59,152,67,54,52,21,45,62,90,5,27
Dp-10368,1527,252,80,203,135,240,213,343,349,335,52,188,280,477,88,192
Dp-10369,1509,298,53,249,130,196,163,828,926,444,135,109,87,132,114,61
Dp-1037,498,3774,3722,2709,4143,3832,4066,4032,4453,3917,1381,2974,3669,6347,1360,3462
Dp-10373,405,443,143,410,346,539,517,437,613,479,94,455,527,802,147,314
Dp-10375,654,13,2,14,7,23,18,16,17,14,7,16,31,27,5,14
Dp-10376,1935,60,66,84,68,76,105,130,159,156,20,49,84,131,22,30
Dp-10383,1338,43,29,81,44,80,72,68,92,95,81,163,78,113,13,58
Dp-10385,483,181,35,155,121,207,187,235,281,295,92,173,178,401,70,135
Dp-10386,534,84,51,68,78,89,93,102,89,95,23,84,120,130,36,60
Dp-10389,1227,12,6,20,13,12,32,32,21,30,17,10,33,29,4,7
Dp-10391,1254,268,58,268,129,323,338,497,788,718,179,360,358,618,73,229
Dp-10392,1623,83,229,371,341,263,236,350,520,322,113,200,416,814,44,143
Dp-10394,975,102,45,103,84,119,119,128,210,140,36,69,98,238,23,43
Dp-10396,417,2600,5172,2157,3265,2696,3827,1043,1038,1951,59,2576,2293,4458,811,4640
Dp-10401,846,150,55,110,125,130,137,165,201,156,33,104,163,276,49,79
Dp-10402,969,57,1,70,23,69,31,186,314,162,9,16,10,53,6,5
Dp-10404,1971,154,13,350,90,457,708,307,447,395,65,323,393,801,28,189
Dp-10413,243,181,91,262,114,221,236,200,198,159,116,174,256,314,79,159
Dp-10414,1737,94,60,105,52,89,130,179,240,177,42,81,114,226,29,52
Dp-10419,1032,57,25,63,44,65,89,86,97,132,28,122,105,138,28,75
Dp-10420,1140,410,29,417,171,503,625,678,910,936,121,406,557,918,107,286
Dp-10421,1110,142,75,164,132,188,155,166,260,264,45,133,177,400,87,110
Dp-10423,1029,29,7,19,13,36,29,32,43,26,10,25,46,31,3,15
Dp-10424,399,122,335,121,260,119,127,155,133,188,85,105,121,231,170,138
Dp-10425,2700,395,26,203,84,128,192,345,337,455,38,138,275,225,139,272
Dp-10439,2214,236,65,174,179,223,326,179,200,130,76,105,164,274,51,120
Dp-10443,192,466,235,546,454,567,647,616,608,554,440,502,693,717,226,359
Dp-10454,993,281,106,196,184,295,288,333,293,244,93,292,341,320,83,258
Dp-10459,624,955,613,636,714,900,791,803,888,881,298,704,866,1588,349,726
Dp-10462,1641,225,66,274,210,292,321,300,516,411,183,351,374,545,81,173
Dp-10466,1737,36,3,64,27,53,75,48,64,64,22,54,109,113,6,41
Dp-10469,1686,16,2,39,7,28,44,52,52,71,9,44,34,45,22,20
Dp-10471,573,282,87,221,204,302,297,287,377,374,101,330,288,578,79,216
Dp-10489,1191,217,9,304,49,382,657,290,524,733,103,334,480,967,55,199
Dp-10490,1194,498,150,486,320,542,570,695,747,762,216,588,736,878,200,436
Dp-10492,1863,244,22,194,95,264,112,865,1225,472,7,38,22,101,22,32
Dp-10495,2334,61,37,132,106,89,85,86,144,171,53,81,139,420,32,53
Dp-10497,576,61,26,39,36,63,9,275,275,113,3,13,2,27,8,5
Dp-10507,1782,89,27,147,66,97,178,127,195,143,41,118,184,275,15,73
Dp-10509,1020,774,439,681,598,828,770,1048,1286,1238,363,645,735,1523,326,660
Dp-10513,528,51,1,35,16,45,11,161,229,113,4,5,1,30,1,6
Dp-10515,3036,187,94,180,129,215,278,353,401,302,54,198,234,389,38,133
Dp-10525,1350,79,19,79,61,76,86,146,190,167,40,86,96,144,24,50
Dp-10526,378,19,6,26,15,31,39,23,14,8,10,21,23,23,6,47
Dp-10528,1068,483,363,734,602,812,793,679,718,858,303,554,897,1656,234,572
Dp-10546,909,362,219,326,392,399,365,337,414,355,90,297,399,642,127,268
Dp-10548,1449,192,140,415,312,346,549,402,474,428,266,552,880,1821,68,136
Dp-10552,720,613,113,242,259,376,321,499,623,541,62,262,368,429,208,232
Dp-10553,1005,63,8,82,18,80,33,355,485,229,3,16,0,37,4,5
Dp-10564,1107,227,15,27,20,87,37,197,122,61,6,54,38,26,53,89
Dp-10565,2091,146,48,451,190,443,464,322,485,527,116,277,473,1001,51,251
Dp-10566,996,196,30,130,103,169,222,292,336,229,113,231,232,272,72,158
Dp-10568,618,53,15,52,28,102,72,91,98,89,17,60,81,113,7,31
Dp-10578,423,8368,11258,6965,10131,9219,10704,5821,6879,6787,2117,5943,7786,12279,2843,7126
Dp-10580,2424,220,13,84,59,179,95,481,818,359,16,31,31,77,57,38
Dp-10586,1395,434,112,404,224,335,661,445,353,423,215,697,426,900,92,283
Dp-10590,2595,148,86,358,143,323,537,240,343,392,110,215,350,821,41,189
Dp-10600,1056,27,7,19,8,36,33,20,42,25,3,33,30,43,3,5
Dp-10601,804,129,7,141,41,105,55,521,939,354,3,13,2,60,10,10
Dp-10602,2082,104,42,186,103,125,203,210,271,255,60,139,186,411,36,75
Dp-10603,1896,297,148,389,260,342,416,423,596,470,106,302,436,729,74,252
Dp-10611,1335,116,35,170,87,166,245,410,466,625,4,49,137,291,25,84
Dp-10614,1413,46,4,42,22,45,73,93,94,184,105,54,55,138,22,23
Dp-1062,345,1014,373,1367,640,1474,2101,1306,1350,1286,496,1126,1848,2027,285,956
Dp-10623,933,42,8,37,23,28,73,100,117,126,16,50,30,78,17,24
Dp-10625,816,34,2,15,8,12,6,70,93,56,0,5,0,3,1,1
Dp-10626,1158,131,0,81,12,122,258,133,167,108,64,114,115,89,8,39
Dp-10629,2031,184,49,186,118,220,206,257,341,279,33,182,206,325,46,149
Dp-10630,627,38,14,15,35,28,32,41,51,37,3,20,46,66,5,18
Dp-10635,1713,281,65,222,169,293,265,296,275,177,90,263,299,408,58,148
Dp-10639,4290,935,272,1049,760,897,1046,1192,1615,1202,233,619,1090,1536,293,530
Dp-10649,684,1562,396,1329,636,1159,504,5606,7036,3480,54,263,26,627,154,216
Dp-10650,669,246,67,262,100,300,411,314,367,321,72,239,338,465,55,205
Dp-10654,1083,19,13,15,13,35,35,44,31,28,28,39,53,38,9,18
Dp-10657,2349,69,12,165,59,144,302,233,394,349,80,166,221,383,14,76
Dp-10661,1149,263,16,68,29,94,73,228,257,238,12,50,53,95,64,90
Dp-10664,1749,377,132,338,232,364,403,449,586,551,86,341,302,676,122,240
Dp-10665,2136,237,94,204,140,231,230,348,391,390,35,184,220,441,98,154
Dp-10670,1398,261,69,205,118,217,223,292,362,324,71,251,252,408,60,171
Dp-10672,3381,466,134,535,332,606,697,675,923,813,190,542,694,1279,137,401
Dp-10674,915,4,4,13,5,14,9,18,21,10,4,5,13,36,3,15
Dp-10677,2286,227,58,222,149,290,306,290,353,313,55,219,274,406,53,152
Dp-10680,2895,221,42,334,148,290,263,409,572,475,80,325,397,685,55,186
Dp-10686,570,304,196,206,258,346,280,255,220,175,66,226,364,341,130,320
Dp-10687,774,297,135,229,143,236,424,149,269,341,78,164,208,387,146,311
Dp-10688,381,3989,310,868,730,1707,1525,3203,4238,4668,224,1122,927,1365,1269,2060
Dp-10691,1365,107,44,113,85,147,133,136,114,88,44,169,144,212,28,94
Dp-10693,1941,1311,138,920,469,1214,1324,1602,1958,1871,135,789,1214,1269,295,997
Dp-10696,234,16,10,24,20,31,25,43,56,29,11,14,20,34,7,6
Dp-10697,1059,172,35,166,90,216,271,233,243,202,73,168,238,361,48,156
Dp-10699,444,4,116,12,223,34,47,39,27,23,32,10,12,28,46,6
Dp-10700,1968,260,27,166,121,231,222,253,290,260,51,191,244,282,76,168
Dp-10703,5436,774,365,1730,862,1080,1502,2155,3026,2594,386,1184,1567,2881,443,817
Dp-10707,444,0,0,38,6,80,61,0,0,0,0,62,0,0,0,3
Dp-10709,744,247,104,165,134,190,201,293,342,319,41,208,194,363,79,204
Dp-10714,339,1091,470,892,810,1121,1064,1198,1278,1453,448,1132,1170,1605,470,1064
Dp-10717,1281,120,53,124,82,128,156,166,212,190,38,100,102,255,36,87
Dp-10718,1674,1511,54,499,128,719,1893,560,898,1123,6,289,689,1029,171,740
Dp-10732,1695,49,6,44,18,45,15,199,262,133,2,2,2,18,5,4
Dp-10734,1710,48,4,148,68,206,324,98,234,167,41,62,175,316,11,59
Dp-10736,810,487,197,298,415,667,414,582,484,547,57,448,448,705,178,294
Dp-1074,930,236,34,71,27,93,94,219,220,284,5,87,58,51,66,125
Dp-10742,1650,908,178,793,578,1207,1164,1261,1771,1614,489,1435,1369,1680,302,663
Dp-10744,873,973,676,586,887,980,751,883,1075,956,203,582,778,1380,287,634
Dp-10750,1734,20,10,69,26,48,41,84,94,68,27,86,79,114,8,19
Dp-10757,828,24,5,14,14,16,14,22,27,33,16,30,15,32,8,18
Dp-10764,2505,182,53,330,132,251,341,380,539,431,77,268,386,550,75,147
Dp-10766,3705,281,71,388,189,431,456,623,637,663,91,350,348,563,119,238
Dp-10768,1068,307,99,380,255,407,368,371,390,450,182,437,512,746,121,278
Dp-1078,399,635,168,839,250,743,846,564,291,332,362,806,995,425,151,530
Dp-10780,1431,311,58,108,83,141,196,204,212,257,3,68,270,285,93,198
Dp-10782,996,784,252,464,308,395,706,592,742,750,36,306,513,712,284,563
Dp-10790,342,1311,531,2197,1115,1894,2403,3012,3383,3593,1242,2327,2336,4489,444,1136
Dp-10798,180,574,200,663,336,675,980,783,661,584,260,621,1034,742,234,487
Dp-1080,1140,50,4,29,16,37,27,87,58,146,5,30,77,54,18,20
Dp-10803,2940,211,66,356,176,354,669,374,544,447,174,535,625,831,60,115
Dp-10812,285,96,91,85,104,92,121,126,102,106,26,62,90,195,46,72
Dp-10815,444,218,78,236,199,295,391,238,198,332,75,247,295,418,91,284
Dp-10827,1641,250,72,194,142,220,273,364,384,313,63,215,262,402,68,175
Dp-10831,708,14,10,18,9,28,45,40,32,27,10,13,69,18,4,13
Dp-10833,549,20,9,63,19,73,132,96,188,155,10,54,71,126,9,27
Dp-10839,1236,278,57,322,132,338,325,318,436,460,49,160,247,574,99,221
Dp-10844,3162,323,20,907,138,777,1332,887,1142,1211,474,1067,1013,1696,64,282
Dp-10845,1599,275,127,265,230,305,262,410,514,310,64,181,305,537,68,209
Dp-10848,2667,165,48,221,167,261,291,372,521,393,105,249,315,624,51,145
Dp-10857,333,0,149,2,55,3,11,3,2,8,31,2,0,3,42,17
Dp-10859,2265,80,38,61,41,131,138,63,96,124,83,117,142,166,20,37
Dp-10866,405,64,76,48,107,69,78,70,92,140,106,77,53,161,44,39
Dp-10868,528,7,3,26,8,20,20,21,9,22,10,19,29,22,0,18
Dp-10873,1557,76,35,71,61,71,89,130,98,117,154,218,190,227,22,50
Dp-10874,969,94,19,77,74,114,104,155,169,184,34,89,126,157,53,67
Dp-10878,414,9444,6868,5749,7648,8886,9375,6528,8340,9119,2597,6960,8062,14857,2847,9031
Dp-10882,2226,62,0,146,18,89,37,443,728,280,2,15,3,45,1,5
Dp-10883,921,309,132,298,297,328,395,401,153,99,179,240,389,283,138,212
Dp-10885,1287,71,4,23,3,24,23,43,50,61,8,25,21,22,16,21
Dp-10887,1584,1037,104,492,265,666,630,1047,1277,1504,125,520,692,852,394,731
Dp-10888,816,1605,700,1033,1200,1776,1141,1715,1855,2116,317,1200,1565,2919,757,1205
Dp-1089,285,3,1,4,4,2,2,30,27,13,0,0,0,2,1,0
Dp-10899,642,103,28,113,67,137,101,123,139,76,28,119,132,199,24,68
Dp-109,471,360,171,504,346,429,513,605,768,708,635,766,604,1003,155,315
Dp-1090,639,2945,3931,3815,3215,4094,3880,4775,4073,5051,421,3121,4819,6658,1415,3333
Dp-10904,732,11,2,8,2,10,29,40,47,23,6,32,11,16,5,12
Dp-10905,1815,22,11,48,20,51,56,69,82,79,23,45,68,120,15,18
Dp-10908,1482,385,161,439,359,476,542,727,862,720,205,550,585,1219,159,376
Dp-10909,3090,144,137,169,138,160,205,336,374,317,39,143,217,287,59,98
Dp-10910,1077,138,65,64,67,85,132,117,111,96,14,79,87,154,31,58
Dp-10912,1902,54,28,89,65,85,104,143,163,143,54,73,111,198,13,55
Dp-10919,561,454,236,764,532,713,794,586,658,1018,357,694,746,1817,232,660
Dp-10921,696,23,3,19,5,46,13,125,175,56,3,5,0,8,2,2
Dp-10925,2100,1717,318,1954,1050,2143,2385,2647,4541,2700,689,2089,2583,3989,429,1266
Dp-10926,1038,760,282,608,671,627,644,750,342,207,303,402,707,642,225,493
Dp-10929,1488,312,29,110,45,157,148,304,374,344,22,81,164,148,148,153
Dp-10938,957,34,3,23,18,36,17,33,27,37,27,42,42,30,6,21
Dp-10942,1767,3,4,70,2,54,106,15,58,48,22,22,35,107,0,9
Dp-10944,1818,683,56,335,185,363,576,316,268,230,66,180,239,445,54,189
Dp-10953,327,301,179,172,239,272,267,270,250,415,82,285,321,416,87,320
Dp-10954,1557,734,14,241,32,315,414,770,560,716,10,107,373,150,167,835
Dp-10955,792,258,85,111,119,177,179,224,149,120,29,153,216,182,80,130
Dp-10959,1605,359,280,255,228,308,318,345,397,292,63,237,359,449,94,181
Dp-10965,582,27,1,21,5,12,10,43,93,45,1,0,0,8,0,4
Dp-10966,2580,223,43,174,133,145,190,365,461,478,93,155,131,327,72,151
Dp-10967,2349,96,16,188,49,172,274,138,229,213,60,168,245,318,18,90
Dp-10977,831,10795,6730,6797,9585,9595,10815,10465,12147,9736,2700,6398,9410,17135,3337,8424
Dp-10984,156,11,1,9,5,9,5,27,44,24,1,4,0,1,1,1
Dp-10996,495,2847,796,1715,1431,2657,2059,2289,2683,3345,463,1209,1829,3278,997,1856
Dp-10999,1215,122,87,139,114,160,175,188,212,210,33,117,162,241,44,131
Dp-11005,390,222,136,227,220,217,264,233,297,321,90,179,308,584,108,206
Dp-11006,984,412,111,352,297,503,482,534,691,627,135,414,568,979,123,288
Dp-11008,2412,368,78,330,213,424,432,474,592,491,93,401,417,728,80,212
Dp-11013,1305,207,39,259,148,304,326,442,566,454,110,365,353,547,64,216
Dp-11016,1314,316,81,281,200,273,300,527,541,502,84,336,379,443,87,214
Dp-11018,1410,63,13,135,61,127,213,173,301,204,63,113,154,274,23,94
Dp-11021,558,72,16,60,32,99,106,138,117,154,12,76,135,130,19,61
Dp-11025,231,172,821,481,430,175,267,688,371,477,164,698,776,237,228,480
Dp-11027,900,106,50,164,115,146,199,193,101,47,60,90,149,164,42,91
Dp-11028,1116,106,39,87,74,104,82,154,190,141,25,78,81,156,40,81
Dp-11032,3054,255,66,225,231,294,278,414,517,309,78,247,373,507,66,162
Dp-11036,972,111,114,105,148,126,116,164,174,194,36,147,121,225,65,77
Dp-11039,1542,285,70,415,140,280,123,1366,1709,790,20,68,6,166,22,62
Dp-11041,774,136,45,120,102,141,179,133,127,127,58,107,138,233,36,95
Dp-11043,1191,27,3,15,4,24,57,21,25,16,24,13,16,21,1,6
Dp-11044,2100,112,10,148,80,187,250,300,401,304,64,176,246,360,40,93
Dp-11045,2076,135,6,115,21,114,164,169,248,234,84,306,180,103,33,73
Dp-11047,249,199,36,101,70,79,123,129,122,213,2,28,108,114,85,146
Dp-11048,471,64,10,35,31,81,30,304,355,219,5,9,5,29,11,18
Dp-11060,210,100,58,123,86,129,164,201,190,205,138,153,185,287,36,83
Dp-11065,1884,629,64,421,198,447,494,642,842,898,93,331,572,669,195,372
Dp-11070,228,665,170,978,328,752,979,652,417,444,11,720,774,537,109,501
Dp-11072,2673,133,7,84,82,76,106,52,60,75,25,68,167,40,10,8
Dp-11075,2799,295,143,409,275,390,425,459,653,547,104,476,488,818,82,235
Dp-11076,1419,55,16,64,43,70,77,112,94,88,51,86,121,145,25,30
Dp-11078,1134,44,2,217,49,277,262,140,318,211,162,164,201,426,14,45
Dp-11079,1893,683,137,948,353,1578,1426,909,1402,1314,462,1460,1608,1812,155,632
Dp-11081,1188,167,32,273,102,235,167,383,385,348,35,173,201,357,73,157
Dp-11082,879,549,18,364,38,284,301,430,766,836,62,456,291,211,131,285
